date,price,open,high,low,change,tomorrow,target,Close_Ratio2,Trend_2,Close_Ratio5,Trend_5,Close_Ratio60,Trend_60,Close_Ratio250,Trend_250,Close_Ratio1000,Trend_1000
2018-01-16,1338.61,1340.06,1342.35,1331.73,-0.0012,1327.73,0,0.9994213762286421,1.0,1.0054485802445023,4.0,1.0424222287261,37.0,1.0562595988629662,137.0,1.087155516767872,487.0
2018-01-17,1327.73,1338.29,1343.99,1326.73,-0.0081,1327.19,0,0.995919500138767,0.0,0.9956999214077021,3.0,1.0332747631370158,36.0,1.047283650379325,137.0,1.0783442743373197,487.0
2018-01-18,1327.19,1327.75,1333.14,1323.79,-0.0004,1331.8,1,0.9997966040407997,0.0,0.9945834063988944,2.0,1.0320502809478418,36.0,1.046490353055641,136.0,1.0779094312100665,487.0
2018-01-19,1331.8,1327.49,1338.37,1326.46,0.0034999999999999,1334.11,1,1.0017337410069238,1.0,0.9990263281469179,2.0,1.034851178951758,36.0,1.0497547823905156,136.0,1.0816506551019875,488.0
2018-01-22,1334.11,1334.88,1336.04,1328.71,0.0017,1341.39,1,1.0008664958682025,2.0,1.0016683084463556,2.0,1.035869792947944,36.0,1.0512490346090242,136.0,1.08352715960142,488.0
2018-01-23,1341.39,1334.45,1342.22,1331.54,0.0055,1358.15,1,1.0027209867314522,2.0,1.006713978223475,3.0,1.040582287731086,37.0,1.0566269292998358,137.0,1.0894116640182279,489.0
2018-01-24,1358.15,1341.45,1361.88,1339.27,0.0125,1348.05,0,1.0062084651459138,2.0,1.0146593870281384,4.0,1.0524441050912368,37.0,1.069437540501064,137.0,1.1029811286072586,489.0
2018-01-25,1348.05,1358.48,1366.47,1343.1,-0.0074,1350.14,1,0.9962678294287193,1.0,1.0039845088255008,4.0,1.0436462263420576,36.0,1.06109301372676,137.0,1.094739639802438,489.0
2018-01-26,1350.14,1348.36,1357.39,1344.38,0.0016,1340.35,0,1.0007745933384973,1.0,1.002801611446499,4.0,1.0441825150047004,37.0,1.0623500510693469,137.0,1.0963843790748788,490.0
2018-01-29,1340.35,1350.07,1352.65,1337.74,-0.0073,1338.55,0,0.9963612576147839,1.0,0.9946082563578942,3.0,1.0358259694905259,36.0,1.0542655536319796,137.0,1.0883934207947397,489.0
2018-01-30,1338.55,1340.67,1349.12,1334.48,-0.0013,1345.1,1,0.9993280824218896,0.0,0.9936913903587695,2.0,1.0335959546223152,36.0,1.0524856935699483,136.0,1.0868838578182312,489.0
2018-01-31,1345.1,1338.87,1347.93,1332.7,0.0049,1349.19,1,1.0024407057552216,1.0,1.0004923990544747,2.0,1.0378015878598328,36.0,1.0572629191460716,136.0,1.092143881280753,490.0
2018-02-01,1349.19,1345.4,1351.42,1337.3,0.003,1332.98,0,1.001518025156906,2.0,1.0033644042461103,3.0,1.0401026850759731,36.0,1.0601109023141266,136.0,1.095411904031366,490.0
2018-02-02,1332.98,1349.16,1350.12,1327.21,-0.012,1339.6,1,0.9939563860605405,1.0,0.9938459657300666,2.0,1.0268563293713564,36.0,1.0470525946258329,136.0,1.0822108136890114,490.0
2018-02-05,1339.6,1332.32,1341.7,1328.88,0.005,1325.02,0,1.002477007236453,1.0,0.998893432477011,3.0,1.0311403725401274,36.0,1.0519180448735233,136.0,1.0875528336064866,490.0
2018-02-06,1325.02,1339.68,1346.08,1320.04,-0.0109,1318.49,0,0.9945283004706112,1.0,0.9900192621217624,3.0,1.0193381556489198,35.0,1.0401781876058098,136.0,1.075691300643127,490.0
2018-02-07,1318.49,1325.16,1332.49,1312.05,-0.0049,1318.97,1,0.9975297993955006,0.0,0.9890732272312641,2.0,1.0137987111805122,35.0,1.0347894049067392,135.0,1.0703815593769672,489.0
2018-02-08,1318.97,1318.61,1322.17,1306.9,0.0004,1316.69,0,1.0001819932814147,1.0,0.9939397684421845,2.0,1.0136416937192878,36.0,1.0349401221341865,135.0,1.07076508904284,489.0
2018-02-09,1316.69,1318.87,1322.71,1311.06,-0.0017,1322.88,1,0.9991349415326712,1.0,0.9946636610729788,2.0,1.011600288723533,35.0,1.0329573884856487,134.0,1.0689160765265293,488.0
2018-02-12,1322.88,1315.04,1326.2,1314.11,0.0046999999999999,1329.55,1,1.002345078933311,1.0,1.001870631091858,2.0,1.0157553622172042,36.0,1.037585199903784,135.0,1.0739374012565834,489.0
2018-02-13,1329.55,1322.29,1330.96,1321.39,0.005,1350.76,1,1.002514675222343,2.0,1.0062316660057093,3.0,1.0202361610175734,36.0,1.0425519268567742,136.0,1.0793494651868252,489.0
2018-02-14,1350.76,1329.53,1355.57,1319.42,0.016,1353.3,1,1.007913263764266,2.0,1.0173147457767535,4.0,1.0357349887590135,36.0,1.0588453565590954,136.0,1.0965252482252577,490.0
2018-02-15,1353.3,1350.78,1357.18,1348.41,0.0019,1347.86,0,1.000939328269343,2.0,1.0139843373024555,4.0,1.0368604013131675,37.0,1.0604440741400938,137.0,1.0985421445510346,490.0
2018-02-16,1347.86,1353.29,1361.84,1344.78,-0.004,1346.69,0,0.9979860504375898,1.0,1.0052130333291072,4.0,1.0319065522281505,37.0,1.0558054920309266,137.0,1.0940791418437574,490.0
2018-02-19,1346.69,1347.5,1351.35,1345.99,-0.0009,1329.49,0,0.9995657902061569,0.0,1.0007862476516611,3.0,1.030324684366522,36.0,1.0544901144204266,137.0,1.0930824888849235,490.0
2018-02-20,1329.49,1346.74,1348.21,1328.22,-0.0128,1324.26,0,0.9935729285773004,0.0,0.9880129605683624,2.0,1.0167053451802426,36.0,1.0406511207744236,137.0,1.0790871213039244,490.0
2018-02-21,1324.26,1329.82,1336.58,1322.6,-0.0039,1331.51,1,0.9980292039566651,0.0,0.9880177867971827,1.0,1.012180855881592,36.0,1.0361788270041914,137.0,1.074806608100558,490.0
2018-02-22,1331.51,1323.93,1332.2,1320.69,0.0055,1328.94,0,1.0027299050746112,1.0,0.9966675698859698,1.0,1.0169870828716678,37.0,1.0414257027220373,138.0,1.08064915369169,490.0
2018-02-23,1328.94,1331.8,1332.23,1325.58,-0.0019,1333.16,1,0.999033998007856,1.0,0.9975693938797968,1.0,1.0143955512154215,36.0,1.0390112632029582,137.0,1.0785326346571864,489.0
2018-02-26,1333.16,1327.56,1340.91,1326.42,0.0032,1318.2,0,1.0015852146801396,1.0,1.0027740336013096,2.0,1.0168802456390187,37.0,1.0418899206051682,138.0,1.0819313879262977,489.0
2018-02-27,1318.2,1333.13,1336.74,1313.32,-0.0112,1318.05,0,0.99435761269688,1.0,0.9932083296288317,2.0,1.004809599176354,37.0,1.029814915182375,138.0,1.0697713527258756,489.0
2018-02-28,1318.05,1318.53,1322.82,1315.8,-0.0001,1316.55,0,0.9999431009957326,0.0,0.994025514867584,2.0,1.0040050767111777,37.0,1.0293804011719685,137.0,1.069630898013589,488.0
2018-03-01,1316.55,1318.53,1321.3,1302.99,-0.0011,1322.2,1,0.9994306536096561,0.0,0.99513976023825,1.0,1.0019739367289986,37.0,1.0279206531921028,136.0,1.0683922378672601,488.0
2018-03-02,1322.2,1316.51,1325.51,1314.93,0.0043,1320.01,0,1.0021411653244907,1.0,1.0004297716762305,2.0,1.0053295187617917,37.0,1.0320320841306436,136.0,1.0729440901753435,489.0
2018-03-05,1320.01,1323.75,1327.92,1317.26,-0.0017,1334.46,1,0.999171148394715,1.0,1.0007642141558541,1.0,1.0026726340428327,37.0,1.0300457705174042,135.0,1.0711498253462866,488.0
2018-03-06,1334.46,1320.36,1338.89,1319.91,0.0109,1325.54,0,1.0054436478845117,1.0,1.009231206712175,2.0,1.0124873387868756,37.0,1.0410308737900433,135.0,1.0828539562741908,488.0
2018-03-07,1325.54,1334.5,1340.47,1321.95,-0.0067,1322.35,0,0.9966466165413533,1.0,1.0013507061745706,2.0,1.004828920814972,36.0,1.033826467586061,134.0,1.075600165157864,488.0
2018-03-08,1322.35,1325.84,1329.39,1319.19,-0.0024,1323.7,1,0.9987952671749959,0.0,0.9980662866665863,2.0,1.0015313112182085,36.0,1.0310906482093838,134.0,1.07298310416142,488.0
2018-03-09,1323.7,1322.32,1325.15,1313.05,0.001,1323.05,0,1.0005101944407702,1.0,0.9988590504764521,2.0,1.0016883990075185,36.0,1.0318873377655922,135.0,1.0740488047062828,488.0
2018-03-12,1323.05,1323.69,1324.67,1315.39,-0.0005,1326.39,1,0.9997544157929535,1.0,0.9979107269463425,2.0,1.0004223089524582,35.0,1.0311595762563492,134.0,1.0734920242394588,488.0
2018-03-13,1326.39,1322.81,1328.66,1316.79,0.0025,1325.0,0,1.001260643758681,1.0,1.0016492902161749,2.0,1.0021311060898963,35.0,1.0335218288562218,135.0,1.0761753119351818,488.0
2018-03-14,1325.0,1326.42,1330.42,1321.91,-0.001,1316.26,0,0.9994757466838148,1.0,1.000681218459661,2.0,1.0003329410014954,34.0,1.0322053362258141,134.0,1.0750199203219575,488.0
2018-03-15,1316.26,1324.39,1328.16,1315.05,-0.0066,1314.0,0,0.9966909732476166,0.0,0.9949957668118047,2.0,0.9931159573376469,33.0,1.0251636051327684,134.0,1.0679196092614671,487.0
2018-03-16,1314.0,1317.11,1322.67,1310.31,-0.0017,1316.94,1,0.9991407693536,0.0,0.9947461656093388,1.0,0.9909249424631321,32.0,1.0231966307334128,133.0,1.0660707401543357,487.0
2018-03-19,1316.94,1313.94,1320.07,1307.89,0.0022,1311.21,0,1.001117471322037,1.0,0.9978950048419435,2.0,0.9926218281480025,32.0,1.0252828998843877,133.0,1.0684358672169834,488.0
2018-03-20,1311.21,1317.0,1318.66,1307.31,-0.0044,1332.17,1,0.9978197591461675,1.0,0.9958440990307454,1.0,0.987956421849855,31.0,1.02064711647282,132.0,1.0637704854472934,488.0
2018-03-21,1332.17,1311.28,1336.96,1309.98,0.016,1328.95,0,1.0079292421066968,1.0,1.0106621875464679,2.0,1.0031852589743941,31.0,1.0367142704746186,133.0,1.0807418586207733,488.0
2018-03-22,1328.95,1332.15,1335.23,1324.88,-0.0024,1347.22,1,0.9987899831649832,1.0,1.0062817361701097,2.0,1.0003322020732017,30.0,1.033960106342091,133.0,1.0780971393632024,488.0
2018-03-23,1347.22,1329.17,1350.66,1329.17,0.0137,1353.46,1,1.0068269205618476,1.0,1.0150094402312066,3.0,1.01351648714021,30.0,1.0478708392670577,133.0,1.092871173801009,488.0
2018-03-26,1353.46,1347.91,1356.37,1343.55,0.0046,1344.71,0,1.0023105292000531,2.0,1.0141300552524273,3.0,1.0176162715147117,30.0,1.0524010600242923,133.0,1.0978793430228881,489.0
2018-03-27,1344.71,1353.51,1357.06,1340.16,-0.0065,1324.99,0,0.9967570612674517,1.0,1.0025408148202268,3.0,1.0107009589073357,29.0,1.0453689063655256,132.0,1.0907359424653762,489.0
2018-03-28,1324.99,1345.74,1347.39,1323.59,-0.0147,1325.0,1,0.9926134022549351,0.0,0.9888973972024067,2.0,0.9957276074514053,29.0,1.029915757385399,131.0,1.0746870122810481,489.0
2018-03-29,1325.0,1325.41,1329.32,1322.21,0.0,1341.35,1,1.0000037735991458,1.0,0.9894882740038653,3.0,0.9957098058253158,29.0,1.029804228697928,131.0,1.0746371599148496,490.0
2018-04-02,1341.35,1326.2,1345.26,1324.9,0.0123,1332.83,0,1.0061319781724078,2.0,1.0025771693292933,3.0,1.0077296713599972,30.0,1.0423312611506559,132.0,1.087822518879055,491.0
2018-04-03,1332.83,1340.69,1342.87,1329.18,-0.0064,1333.35,1,0.9968139766208707,1.0,0.9992907354758221,2.0,1.0011751975845538,29.0,1.0355559711775086,132.0,1.0808411927592603,491.0
2018-04-04,1333.35,1332.82,1348.45,1331.59,0.0004,1326.55,0,1.000195035593996,1.0,1.001386402143741,3.0,1.0013064382448218,30.0,1.0358192809631306,132.0,1.0811848472302472,492.0
2018-04-05,1326.55,1333.02,1335.29,1322.8,-0.0051,1333.2,1,0.9974435129140194,1.0,0.9960460003483964,3.0,0.9960831467181805,29.0,1.0303865342589482,132.0,1.075599441854256,491.0
2018-04-06,1333.2,1326.38,1335.59,1321.47,0.005,1336.24,1,1.0025002349844911,1.0,0.9998080176623751,3.0,1.0009414796095337,29.0,1.0353866773164766,132.0,1.0809130728604166,492.0
2018-04-09,1336.24,1333.14,1338.36,1326.98,0.0023,1340.05,1,1.001138815631743,2.0,1.0028564266597821,3.0,1.0032509704109136,29.0,1.03758082591881,132.0,1.0833052178563567,492.0
2018-04-10,1340.05,1336.87,1343.55,1331.81,0.0029,1353.29,1,1.0014236125382525,2.0,1.004627109825636,4.0,1.0061129089355383,29.0,1.040330041241181,133.0,1.086317127070139,493.0
2018-04-11,1353.29,1339.94,1365.61,1339.68,0.0098999999999999,1335.48,0,1.0049158294162637,2.0,1.0115288078178233,4.0,1.0158669231771078,30.0,1.0503167287532387,134.0,1.0969601868112764,494.0
2018-04-12,1335.48,1352.7,1353.6,1333.96,-0.0132,1345.46,1,0.9933761534084359,1.0,0.9968857583909851,4.0,1.0024003927096514,30.0,1.0362803015458661,133.0,1.0824580941612907,493.0
2018-04-13,1345.46,1335.2,1347.5,1335.2,0.0075,1345.91,1,1.0037225749177527,1.0,1.002500551373068,4.0,1.0096605361077873,31.0,1.0437624314598901,134.0,1.0904723879603568,494.0
2018-04-16,1345.91,1344.58,1350.89,1340.17,0.0003,1347.29,1,1.0001672010908944,2.0,1.001392817762593,4.0,1.0098200184320734,31.0,1.043859648850674,134.0,1.0907729672499855,494.0
2018-04-17,1347.29,1345.65,1349.8,1337.73,0.001,1349.32,1,1.0005124016040399,2.0,1.001340779465561,4.0,1.0106888408561474,31.0,1.0446366885889253,135.0,1.0918291713652013,494.0
2018-04-18,1349.32,1347.5,1356.14,1342.1,0.0015,1345.6,0,1.0007527970303456,2.0,1.0034416803253086,4.0,1.0121113268453055,31.0,1.0459108769708303,135.0,1.0934053948631257,495.0
2018-04-19,1345.6,1349.33,1355.12,1341.23,-0.0028,1335.12,0,0.9986196250723582,1.0,0.9991713174863891,4.0,1.009479373416593,30.0,1.0426807284333703,135.0,1.0903254674189058,495.0
2018-04-20,1335.12,1346.06,1346.56,1335.07,-0.0078,1325.0,0,0.9960906025246948,0.0,0.9929141306869902,3.0,1.0017791549370454,30.0,1.0342157858486076,135.0,1.0817839157370768,494.0
2018-04-23,1325.0,1335.81,1336.38,1322.81,-0.0076,1330.68,1,0.9961956603461498,0.0,0.9884622213469048,2.0,0.9944984844218379,29.0,1.0260673772370397,135.0,1.0735799011193208,493.0
2018-04-24,1330.68,1324.71,1333.04,1322.6,0.0043,1323.33,0,1.0021388119050487,1.0,0.9951658160975932,2.0,0.9988825238846132,30.0,1.0301328489569221,136.0,1.0781682602830478,494.0
2018-04-25,1323.33,1330.12,1332.4,1318.9,-0.0055,1317.28,0,0.9972306057626006,1.0,0.9935312692856918,1.0,0.9935543934860708,30.0,1.024119356257485,136.0,1.0722084632592637,493.0
2018-04-26,1317.28,1322.39,1326.96,1315.45,-0.0046,1322.8,1,0.9977088627249008,0.0,0.9932126048608064,1.0,0.9893564766668151,29.0,1.0191277075144327,136.0,1.067307422748472,492.0
2018-04-27,1322.8,1317.57,1326.11,1316.26,0.0042,1315.36,0,1.0020908457319475,1.0,0.9992310121179799,2.0,0.9938306318164793,29.0,1.023088195585506,136.0,1.0717770587044249,492.0
2018-04-30,1315.36,1322.81,1325.34,1310.51,-0.0056,1303.97,0,0.9971798526245564,1.0,0.9950601033368889,2.0,0.9884589858581339,29.0,1.0170616389024776,135.0,1.0657511569087095,492.0
2018-05-01,1303.97,1315.58,1316.69,1301.88,-0.0087,1304.85,1,0.9956515597500124,0.0,0.990446227558737,1.0,0.9803371715719738,28.0,1.0080262691505046,134.0,1.056532318118537,492.0
2018-05-02,1304.85,1304.38,1313.8,1303.94,0.0007,1312.09,1,1.0003373172545442,1.0,0.9939048727503175,2.0,0.9812467577847946,29.0,1.0084943379324518,134.0,1.057264734714181,492.0
2018-05-03,1312.09,1305.18,1318.91,1305.02,0.0055,1315.05,1,1.0027665899867786,2.0,1.000210395681095,3.0,0.9867703874374896,30.0,1.0139290384287674,134.0,1.0631427673143814,493.0
2018-05-04,1315.05,1312.3,1315.61,1308.41,0.0023,1314.3,0,1.0011267005184346,2.0,1.0036526989980645,3.0,0.9890450813173478,30.0,1.016002850324319,135.0,1.06555186252113,493.0
2018-05-07,1314.3,1315.03,1319.22,1310.29,-0.0006,1314.47,1,0.9997147584003651,1.0,1.0032426193769406,3.0,0.988510622935432,30.0,1.0152390760955174,134.0,1.064948902385534,493.0
2018-05-08,1314.47,1313.57,1318.08,1306.2,0.0001,1312.78,0,1.0000646690277202,1.0,1.0017665636298234,4.0,0.9887427185591884,30.0,1.0152009754554716,134.0,1.0650918968811292,493.0
