date,price,open,high,low,change,tomorrow,target,Close_Ratio2,Trend_2,Close_Ratio5,Trend_5,Close_Ratio60,Trend_60,Close_Ratio250,Trend_250,Close_Ratio1000,Trend_1000
2017-11-02,1275.99,1274.91,1284.49,1273.64,0.0013,1269.85,0,1.0006273574918247,2.0,1.0013183605245193,4.0,0.9847354518859838,33.0,1.0257737811517318,133.0,1.0361186399244733,488.0
2017-11-03,1269.85,1276.8,1279.74,1265.55,-0.0048,1281.55,1,0.9975882223549004,1.0,0.9970477618737288,3.0,0.980241049419248,32.0,1.020637083299,133.0,1.0310952456339102,487.0
2017-11-06,1281.55,1269.49,1283.01,1266.05,0.0092,1275.53,0,1.0045857176452144,1.0,1.0053958979251132,3.0,0.9892777743469401,33.0,1.0298174313814779,133.0,1.0405574130181328,487.0
2017-11-07,1275.53,1281.82,1281.97,1271.68,-0.0046999999999999,1281.3,1,0.9976457521860873,1.0,1.0000533140148433,3.0,0.9845876356300931,33.0,1.024771457639202,133.0,1.0356379439367114,486.0
2017-11-08,1281.3,1275.85,1287.52,1275.23,0.0045,1285.3,1,1.002256700680139,1.0,1.0034898546729278,3.0,0.9890644298065047,33.0,1.0290978067470458,134.0,1.040281209940334,487.0
2017-11-09,1285.3,1281.62,1288.72,1280.09,0.0031,1276.14,0,1.0015584820384944,2.0,1.005156775677912,3.0,0.992186712973345,33.0,1.0319746253553943,135.0,1.0434786364412536,488.0
2017-11-10,1276.14,1285.21,1287.16,1273.33,-0.0070999999999999,1277.99,1,0.9964238865638079,1.0,0.9970124159741994,3.0,0.9852216241686337,33.0,1.02431567808038,135.0,1.0360015448368203,487.0
2017-11-13,1277.99,1275.16,1280.22,1274.29,0.0014,1280.71,1,1.0007243170864444,1.0,0.9990134860058847,3.0,0.9868178735375533,33.0,1.0255222219886204,135.0,1.0374774028266138,487.0
2017-11-14,1280.71,1278.17,1283.68,1270.64,0.0021,1278.8,0,1.0010630398249112,2.0,1.0003296133369992,4.0,0.9889691966596006,34.0,1.027400666926797,136.0,1.039662493786082,487.0
2017-11-15,1278.8,1281.0,1289.47,1277.04,-0.0015,1278.47,0,0.9992537634156536,1.0,0.9992279971370258,3.0,0.987644531894104,33.0,1.025520644192485,136.0,1.0380835834086803,487.0
2017-11-16,1278.47,1278.47,1281.6,1274.98,-0.0003,1294.37,1,0.9998709561368178,0.0,1.0000375462875326,2.0,0.9874895742160693,33.0,1.0249036672162235,136.0,1.0377847586664,487.0
2017-11-17,1294.37,1278.44,1297.04,1277.94,0.0124,1276.7,0,1.0061799412322567,1.0,1.0095954348755292,3.0,0.9997292852009372,33.0,1.0372594738747996,136.0,1.0506472239177398,487.0
2017-11-20,1276.7,1292.68,1294.8,1274.92,-0.0137,1280.48,1,0.9931273749839562,1.0,0.9960134497312395,2.0,0.9865106560974557,32.0,1.0227504496913646,136.0,1.0362851423593773,486.0
2017-11-21,1280.48,1276.7,1284.87,1276.08,0.003,1292.12,1,1.0014781908195747,1.0,0.9989982555290989,2.0,0.989801395045273,33.0,1.0254146976341563,137.0,1.03933128843095,486.0
2017-11-22,1292.12,1280.38,1294.75,1278.77,0.0091,1291.25,0,1.0045246054575137,2.0,1.0059886579862785,3.0,0.9990131923986176,34.0,1.0343447079017651,137.0,1.0487360665586223,487.0
2017-11-23,1291.25,1292.4,1293.46,1287.46,-0.0007,1288.22,0,0.9996632305864046,1.0,1.0033147265234068,3.0,0.9987371888348724,33.0,1.033248938600279,137.0,1.0479833618630994,487.0
2017-11-24,1288.22,1291.51,1293.61,1286.15,-0.0023,1294.5,1,0.9988253400892431,0.0,1.001917940756941,2.0,0.9968658514518571,32.0,1.0303944527405826,137.0,1.0455039479253947,486.0
2017-11-27,1294.5,1288.57,1299.2,1286.47,0.0049,1294.01,0,1.0024315450377894,1.0,1.0040222940261256,3.0,1.0022447598612783,32.0,1.0349795090847136,137.0,1.0505791917342817,486.0
2017-11-28,1294.01,1294.85,1297.74,1291.01,-0.0004,1283.57,0,0.9998107019095926,1.0,1.0015402238355444,2.0,1.0024516234322933,31.0,1.0341390807536823,137.0,1.0501500388244125,486.0
2017-11-29,1283.57,1293.9,1296.75,1281.98,-0.0081,1274.76,0,0.9959496892433988,0.0,0.9947764490703784,1.0,0.9950135755550861,31.0,1.0253390559815936,137.0,1.0416546458891147,486.0
2017-11-30,1274.76,1283.88,1285.7,1270.51,-0.0069,1280.26,1,0.9965563473046871,0.0,0.990480275242189,1.0,0.989135437618355,30.0,1.017825568925497,137.0,1.0344997334870427,485.0
2017-12-01,1280.26,1274.29,1289.58,1271.58,0.0043,1276.23,0,1.0021526250283754,1.0,0.995985747848952,2.0,0.9942575168335808,31.0,1.021740031909484,137.0,1.0389322970703334,486.0
2017-12-04,1276.23,1272.93,1277.24,1271.8,-0.0031,1266.55,0,0.9984236198850769,1.0,0.9956809589269804,1.0,0.9917836415498514,31.0,1.0180779656762786,136.0,1.0356346931803908,485.0
2017-12-05,1266.55,1276.54,1277.41,1261.11,-0.0076,1263.94,0,0.9961931429380443,0.0,0.9923809464111939,1.0,0.985095429539874,30.0,1.0099230571872808,136.0,1.0277721389365186,484.0
2017-12-06,1263.94,1266.62,1269.32,1262.39,-0.0021,1246.7,0,0.9989685792079797,0.0,0.993391745025732,1.0,0.9838218232780649,30.0,1.0074173025758908,136.0,1.025646751691517,484.0
2017-12-07,1246.7,1264.26,1264.82,1244.11,-0.0136,1248.14,1,0.9931332249944237,0.0,0.9841829710373747,1.0,0.9714502559339347,29.0,0.993302526055886,136.0,1.0116663296744748,483.0
2017-12-08,1248.14,1247.34,1252.66,1244.34,0.0012,1241.96,0,1.0005771913228905,1.0,0.9903420740261142,1.0,0.973476014073262,30.0,0.9940866126972164,136.0,1.0128426622111784,484.0
2017-12-11,1241.96,1247.28,1251.67,1240.19,-0.005,1243.85,1,0.9975181719609653,1.0,0.990826976252894,1.0,0.9694828152595683,30.0,0.9888242383308136,135.0,1.0078482338769457,483.0
2017-12-12,1243.85,1242.25,1246.62,1236.31,0.0015,1255.45,1,1.0007603155510678,1.0,0.9959420874709146,2.0,0.9718107053222427,30.0,0.9899995440995788,135.0,1.0094073994232666,483.0
2017-12-13,1255.45,1243.88,1256.95,1240.06,0.0093,1252.85,0,1.0046412995638778,2.0,1.0065986754542102,3.0,0.9814577488608487,31.0,0.9988728160452844,135.0,1.0188511112038434,483.0
2017-12-14,1252.85,1255.54,1259.18,1249.92,-0.0021,1255.26,1,0.9989634413746361,1.0,1.0035243702190715,3.0,0.9799172432636636,31.0,0.9965043881190236,134.0,1.0167727864677487,483.0
2017-12-15,1255.26,1252.83,1261.89,1251.94,0.0019,1261.69,1,1.0009608828958858,1.0,1.0043092343708246,3.0,0.982341599901708,31.0,0.9980929003873928,135.0,1.01876788835435,483.0
2017-12-18,1261.69,1253.79,1264.37,1252.68,0.0051,1261.72,1,1.0025546792745188,2.0,1.0062768180440576,4.0,0.9880032262864035,31.0,1.0028509903750658,136.0,1.0240340430345094,483.0
2017-12-19,1261.72,1261.7,1265.26,1258.97,0.0,1265.62,1,1.0000118886744525,2.0,1.0034404490557454,4.0,0.9884417267725686,32.0,1.0025471301718918,136.0,1.024114398997152,483.0
2017-12-20,1265.62,1261.69,1267.84,1261.23,0.0031,1266.76,1,1.0015431243916528,2.0,1.004916517657222,4.0,0.9916977187630146,33.0,1.005320680473149,136.0,1.02732663524138,484.0
2017-12-21,1266.76,1265.62,1268.97,1263.02,0.0009,1275.01,1,1.0004501694058554,2.0,1.0036047884266484,5.0,0.9928573098762821,33.0,1.005950446720266,136.0,1.0282895878949838,485.0
2017-12-22,1275.01,1267.12,1276.38,1265.1,0.0065,1275.24,1,1.0032457696801835,2.0,1.0069896379604475,5.0,0.9993814334675194,34.0,1.0121732928700056,137.0,1.0350267347338202,485.0
2017-12-25,1275.24,1275.24,1275.24,1275.24,0.0002,1283.29,1,1.0000901872365455,2.0,1.0050202148368232,5.0,0.999507916637656,35.0,1.012053888464938,137.0,1.0352539091238429,485.0
2017-12-26,1283.29,1274.91,1283.77,1273.25,0.0063,1287.41,1,1.0031463379362369,2.0,1.0079375801141077,5.0,1.005665746429668,35.0,1.0181336950627977,137.0,1.0418344144367597,485.0
2017-12-27,1287.41,1283.64,1289.4,1281.46,0.0032,1294.84,1,1.0016026763138446,2.0,1.0077242078929696,5.0,1.008726848100451,35.0,1.0210927539683985,137.0,1.0452244840431575,485.0
2017-12-28,1294.84,1287.31,1295.3,1286.66,0.0058,1302.55,1,1.0028773356568883,2.0,1.0091041009758737,5.0,1.0141936777509846,36.0,1.0266627204116823,137.0,1.0512874142286022,486.0
2017-12-29,1302.55,1294.85,1307.69,1293.59,0.006,1306.86,1,1.0029683643965674,2.0,1.010773932112743,5.0,1.019879513984406,36.0,1.0324324315755415,137.0,1.0575720101760098,486.0
2018-01-01,1306.86,1303.43,1307.72,1302.43,0.0033,1318.14,1,1.0016517143722143,2.0,1.0091660939466713,5.0,1.0229503577187404,36.0,1.035508219123637,137.0,1.0610882381187037,487.0
2018-01-02,1318.14,1302.55,1318.98,1302.51,0.0086,1312.84,0,1.004297142857143,2.0,1.0124274171249503,5.0,1.0313722692826766,36.0,1.0441098592347204,137.0,1.0702753579601518,487.0
2018-01-03,1312.84,1318.16,1321.4,1307.16,-0.004,1322.97,1,0.9979855415092475,1.0,1.0044328967763951,4.0,1.0269435397730984,35.0,1.0395520066448218,137.0,1.0659910702095965,487.0
2018-01-04,1322.97,1312.53,1325.92,1305.67,0.0077,1320.21,0,1.003843220869486,1.0,1.0078450671607226,4.0,1.0344714341007988,35.0,1.0471824738553845,137.0,1.0742289378471959,487.0
2018-01-05,1320.21,1323.5,1323.83,1313.81,-0.0021,1320.58,1,0.9989558032370098,1.0,1.0030436011438957,3.0,1.0321071062952036,34.0,1.0446331771717998,136.0,1.0720149712634444,486.0
2018-01-08,1320.58,1320.04,1322.22,1314.97,0.0003,1312.66,0,1.0001401095884186,1.0,1.0012373497666323,3.0,1.0320488882538383,35.0,1.0445850787644582,136.0,1.0723325399202863,487.0
2018-01-09,1312.66,1320.63,1320.68,1308.8,-0.006,1317.19,1,0.9969922984612114,1.0,0.9960602556280979,2.0,1.0254923911880123,35.0,1.0379792582540408,136.0,1.0659242988628068,487.0
2018-01-10,1317.19,1313.28,1326.94,1308.29,0.0034999999999999,1322.42,1,1.001722531703329,1.0,0.9988382691727292,3.0,1.0285489842494109,36.0,1.0411764213011832,137.0,1.0696312665889725,487.0
2018-01-11,1322.42,1316.89,1323.98,1315.49,0.004,1338.4,1,1.0019813533059807,2.0,1.0028878851398288,3.0,1.032194581034388,36.0,1.0448682920138315,138.0,1.0739172634949017,487.0
2018-01-12,1338.4,1322.82,1339.4,1321.16,0.0121,1340.16,1,1.006005667425831,2.0,1.0122140291170354,4.0,1.043884241473886,37.0,1.0570039781384033,138.0,1.0869228016815795,487.0
2018-01-15,1340.16,1337.05,1344.93,1336.14,0.0013,1338.61,0,1.000657069470163,2.0,1.0105522234773023,4.0,1.04446825247551,37.0,1.0579099943539612,138.0,1.0883893024039843,487.0
